Code zone,Code zone (M49),Zone,Code Produit,Produit,Code Élément,Élément,Code édition,Édition,Unité,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F
"85","'304","Groenland","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,"O",,"O",,"O",,"O",,"O"
"85","'304","Groenland","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"85","'304","Groenland","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"85","'304","Groenland","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"85","'304","Groenland","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"85","'304","Groenland","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"85","'304","Groenland","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"85","'304","Groenland","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"85","'304","Groenland","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"85","'304","Groenland","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"85","'304","Groenland","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"89","'320","Guatemala","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.43","E","2.58","E","2.73","E","2.85","E","3","E","3.31","E"
"89","'320","Guatemala","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.59","E",,
"89","'320","Guatemala","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.91","E",,
"89","'320","Guatemala","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.35","E",,
"89","'320","Guatemala","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.48","E",,
"89","'320","Guatemala","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.35","E",,
"89","'320","Guatemala","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.32","E",,
"89","'320","Guatemala","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","46.7","E","46.5","E","45.6","E","48","E","44.9","E","43.9","E"
"89","'320","Guatemala","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","46.7","E","46.5","E","45.6","E","48","E","44.9","E","43.9","E"
"89","'320","Guatemala","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","7.7","E","7.8","E","7.8","E","8.3","E","7.9","E","7.8","E"
"89","'320","Guatemala","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","7.7","E","7.8","E","7.8","E","8.3","E","7.9","E","7.8","E"
"90","'324","Guinée","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.26","E","2.39","E","2.48","E","2.56","E","2.75","E","3.06","E"
"90","'324","Guinée","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.5","E",,,,,,,"0.5","E",,
"90","'324","Guinée","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.56","E",,,,,,,"1.1","E",,
"90","'324","Guinée","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.19","E",,,,,,,"0.33","E",,
"90","'324","Guinée","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.78","E",,,,,,,"0.36","E",,
"90","'324","Guinée","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.45","E",,,,,,,"0.32","E",,
"90","'324","Guinée","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.18","E",,,,,,,"0.15","E",,
"90","'324","Guinée","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","37.4","E","36.9","E","36.1","E","35.8","E","36.8","E","37.4","E"
"90","'324","Guinée","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","37.4","E","36.9","E","36.1","E","35.8","E","36.8","E","37.4","E"
"90","'324","Guinée","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","4.6","E","4.6","E","4.6","E","4.7","E","5","E","5.2","E"
"90","'324","Guinée","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","4.6","E","4.7","E","4.7","E","4.8","E","5","E","5.3","E"
"61","'226","Guinée équatoriale","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.67","E","3.75","E","3.79","E","3.83","E","3.97","E","4.32","E"
"61","'226","Guinée équatoriale","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.62","E",,,,,,,"0.9","E",,
"61","'226","Guinée équatoriale","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.8","E",,,,,,,"1.11","E",,
"61","'226","Guinée équatoriale","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.23","E",,,,,,,"0.35","E",,
"61","'226","Guinée équatoriale","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.15","E",,,,,,,"1.06","E",,
"61","'226","Guinée équatoriale","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.59","E",,,,,,,"0.37","E",,
"61","'226","Guinée équatoriale","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.12","E",,,,,,,"0.18","E",,
"61","'226","Guinée équatoriale","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"61","'226","Guinée équatoriale","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"61","'226","Guinée équatoriale","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"61","'226","Guinée équatoriale","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"175","'624","Guinée-Bissau","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.95","E","3.03","E","3.11","E","3.2","E","3.44","E","3.73","E"
"175","'624","Guinée-Bissau","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.58","E",,,,,,,"0.6","E",,
"175","'624","Guinée-Bissau","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.57","E",,,,,,,"1.12","E",,
"175","'624","Guinée-Bissau","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.07","E",,,,,,,"0.24","E",,
"175","'624","Guinée-Bissau","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.28","E",,,,,,,"0.85","E",,
"175","'624","Guinée-Bissau","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.53","E",,,,,,,"0.45","E",,
"175","'624","Guinée-Bissau","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.15","E",,,,,,,"0.18","E",,
"175","'624","Guinée-Bissau","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","62.5","E","61.6","E","58.9","E","62.6","E","63.8","E","64","E"
"175","'624","Guinée-Bissau","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","62.5","E","61.6","E","58.9","E","62.6","E","63.8","E","64","E"
"175","'624","Guinée-Bissau","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","1.2","E","1.2","E","1.2","E","1.3","E","1.3","E","1.3","E"
"175","'624","Guinée-Bissau","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","1.2","E","1.2","E","1.2","E","1.3","E","1.3","E","1.3","E"
"91","'328","Guyana","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","4.63","E","4.74","E","4.83","E","4.89","E","5.12","E","5.53","E"
"91","'328","Guyana","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.51","E",,,,,,,,"O",,
"91","'328","Guyana","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.92","E",,,,,,,,"O",,
"91","'328","Guyana","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.67","E",,,,,,,,"O",,
"91","'328","Guyana","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.12","E",,,,,,,,"O",,
"91","'328","Guyana","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.28","E",,,,,,,,"O",,
"91","'328","Guyana","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.13","E",,,,,,,,"O",,
"91","'328","Guyana","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","41.3","E","41","E","39.2","E","22.6","E","16.9","E","9.4","E"
"91","'328","Guyana","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","41.3","E","41","E","39.2","E","22.6","E","16.9","E","9.4","E"
"91","'328","Guyana","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","0.3","E","0.3","E","0.3","E","0.2","E","0.1","E","0.1","E"
"91","'328","Guyana","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","0.3","E","0.3","E","0.3","E","0.2","E","0.1","E","0.1","E"
"93","'332","Haïti","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.93","E","4.07","E","4.28","E","4.49","E","4.81","E","5.26","E"
"93","'332","Haïti","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.65","E",,,,,,,,"O",,
"93","'332","Haïti","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.58","E",,,,,,,,"O",,
"93","'332","Haïti","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.35","E",,,,,,,,"O",,
"93","'332","Haïti","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.85","E",,,,,,,,"O",,
"93","'332","Haïti","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.38","E",,,,,,,,"O",,
"93","'332","Haïti","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.13","E",,,,,,,,"O",,
"93","'332","Haïti","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","77.4","E","77.9","E","79.4","E","81.5","E","82.4","E","83.6","E"
"93","'332","Haïti","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","77.4","E","77.9","E","79.4","E","81.5","E","82.4","E","83.6","E"
"93","'332","Haïti","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","8.4","E","8.6","E","8.9","E","9.2","E","9.4","E","9.7","E"
"93","'332","Haïti","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","8.4","E","8.5","E","8.8","E","9.2","E","9.4","E","9.6","E"
"95","'340","Honduras","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.63","E","3.69","E","3.68","E","3.77","E","3.89","E","4.37","E"
"95","'340","Honduras","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.64","E",,,,,,,"0.6","E",,
"95","'340","Honduras","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.08","E",,,,,,,"1.08","E",,
"95","'340","Honduras","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.23","E",,,,,,,"0.35","E",,
"95","'340","Honduras","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.68","E",,,,,,,"0.79","E",,
"95","'340","Honduras","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.48","E",,,,,,,"0.8","E",,
"95","'340","Honduras","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.25","E",,,,,,,"0.27","E",,
"95","'340","Honduras","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","39.8","E","39","E","38.7","E","43.4","E","38.9","E","39","E"
"95","'340","Honduras","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","39.8","E","39","E","38.7","E","43.4","E","38.9","E","39","E"
"95","'340","Honduras","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","3.8","E","3.8","E","3.9","E","4.4","E","4","E","4.1","E"
"95","'340","Honduras","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","3.8","E","3.8","E","3.9","E","4.4","E","4","E","4.1","E"
"97","'348","Hongrie","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.36","E","3.45","E","3.6","E","3.69","E","3.71","E","4.51","E"
"97","'348","Hongrie","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.41","E",,,,,,,"0.53","E",,
"97","'348","Hongrie","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.8","E",,,,,,,"0.75","E",,
"97","'348","Hongrie","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.42","E",,,,,,,"0.48","E",,
"97","'348","Hongrie","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.75","E",,,,,,,"0.99","E",,
"97","'348","Hongrie","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.83","E",,,,,,,"0.83","E",,
"97","'348","Hongrie","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.09","E",,,,,,,"0.12","E",,
"97","'348","Hongrie","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","32","E","26.5","E","26.4","E","20.4","E","12.7","E","10.5","E"
"97","'348","Hongrie","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","32","E","26.5","E","26.4","E","20.4","E","12.7","E","10.5","E"
"97","'348","Hongrie","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","3.1","E","2.6","E","2.6","E","2","E","1.2","E","1","E"
"97","'348","Hongrie","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","3.1","E","2.6","E","2.6","E","2","E","1.2","E","1","E"
"36","'136","Îles Caïmanes","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.58","E","3.52","E","3.32","E","3.56","E","3.72","E","3.83","E"
"36","'136","Îles Caïmanes","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.56","E",,,,,,,"0.7","E",,
"36","'136","Îles Caïmanes","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.58","E",,,,,,,"0.67","E",,
"36","'136","Îles Caïmanes","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.26","E",,,,,,,"0.32","E",,
"36","'136","Îles Caïmanes","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.75","E",,,,,,,"0.81","E",,
"36","'136","Îles Caïmanes","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.65","E",,,,,,,"1.09","E",,
"36","'136","Îles Caïmanes","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.13","E",,,,,,,"0.13","E",,
"36","'136","Îles Caïmanes","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"36","'136","Îles Caïmanes","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"47","'184","Îles Cook","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,"O",,"O",,"O",,"O",,"O"
"47","'184","Îles Cook","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"47","'184","Îles Cook","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"47","'184","Îles Cook","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"47","'184","Îles Cook","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"47","'184","Îles Cook","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"47","'184","Îles Cook","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"47","'184","Îles Cook","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"47","'184","Îles Cook","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"47","'184","Îles Cook","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"47","'184","Îles Cook","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"127","'584","Îles Marshall","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,"O",,"O",,"O",,"O",,"O"
"127","'584","Îles Marshall","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"127","'584","Îles Marshall","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"127","'584","Îles Marshall","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"127","'584","Îles Marshall","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"127","'584","Îles Marshall","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"127","'584","Îles Marshall","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"127","'584","Îles Marshall","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"127","'584","Îles Marshall","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"127","'584","Îles Marshall","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"127","'584","Îles Marshall","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"25","'090","Îles Salomon","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,"O",,"O",,"O",,"O",,"O"
"25","'090","Îles Salomon","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"25","'090","Îles Salomon","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"25","'090","Îles Salomon","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"25","'090","Îles Salomon","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"25","'090","Îles Salomon","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"25","'090","Îles Salomon","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"25","'090","Îles Salomon","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"25","'090","Îles Salomon","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"25","'090","Îles Salomon","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"25","'090","Îles Salomon","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"224","'796","Îles Turques-et-Caïques","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.81","E","2.9","E","2.97","E","3.07","E","3.23","E","3.55","E"
"224","'796","Îles Turques-et-Caïques","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.53","E",,,,,,,,"O",,
"224","'796","Îles Turques-et-Caïques","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.64","E",,,,,,,,"O",,
"224","'796","Îles Turques-et-Caïques","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.3","E",,,,,,,,"O",,
